contract number,director,contract date,client enterprise
CSE0004414,Miriam Evans,2005-06-18,Procter & Gamble
CSE0004415,Audrey Evans,2012-03-25,Royal Bank of Scotland
CSE0004416,Miriam Evans,2019-02-01,Delphi Automotive Systems
CSE0004417,Miriam Evans,2006-01-08,Compaq Computer
CSE0004418,Audrey Evans,2005-04-10,HSBC Holdings
CSE0004419,Miriam Evans,2020-09-25,Allstate
CSE0004420,Audrey Evans,2012-07-25,Repsol YPF
CSE0004421,Miriam Evans,2014-11-08,Pfizer
CSE0004422,Miriam Evans,2020-09-11,Lucent Technologies
CSE0004423,Audrey Evans,2000-06-06,CGNU
CSE0004424,Steven Edwards,2010-08-30,SK
CSE0004425,Audrey Evans,2010-06-03,Nestlиж
CSE0004426,Miriam Evans,2018-02-23,Ford Motor
CSE0004427,Audrey Evans,2011-01-23,Thyssen Krupp
CSE0004428,Steven Edwards,2021-09-06,Hyundai
CSE0004429,Audrey Evans,2020-07-16,Deutsche Telekom
CSE0004430,Audrey Evans,2021-11-29,BP
CSE0004431,Miriam Evans,2017-04-23,Kroger
CSE0004432,Miriam Evans,2013-02-06,General Motors
CSE0004433,Audrey Evans,2013-06-03,Allianz
CSE0004434,Miriam Evans,2013-05-25,Citigroup
CSE0004435,Steven Edwards,2013-06-29,Samsung Electronics
CSE0004436,Steven Edwards,2012-01-22,SK
CSE0004437,Kong Yibo,2005-12-04,Sina
CSE0004438,Steven Edwards,2010-10-05,Hyundai
CSE0004439,Audrey Evans,2021-04-09,Ing Group
CSE0004440,Miriam Evans,2007-11-22,Nortel Networks
CSE0004441,Steven Edwards,2018-05-09,Toshiba
CSE0004442,Miriam Evans,2013-10-31,Delphi Automotive Systems
CSE0004443,Miriam Evans,2019-08-17,State Farm Insurance Cos.
CSE0004444,Audrey Evans,2004-06-22,HSBC Holdings
CSE0004445,Yang Penglong,2019-05-18,Netease
CSE0004446,Miriam Evans,2003-05-26,Texaco
CSE0004447,Miriam Evans,2003-07-26,Morgan Stanley Dean Witter
CSE0004448,Steven Edwards,2000-09-20,Nippon Life Insurance
CSE0004449,Miriam Evans,2009-12-16,Exxon Mobil
CSE0004450,Steven Edwards,2014-04-16,Samsung
CSE0004451,Audrey Evans,2000-09-25,Royal Bank of Scotland
CSE0004452,Miriam Evans,2010-10-27,Texaco
CSE0004453,Yang Penglong,2003-03-09,Ping An Insurance (Group) Company Of China
CSE0004454,Miriam Evans,2012-12-04,Hewlett-Packard
CSE0004455,Miriam Evans,2011-12-19,Pemex
CSE0004456,Audrey Evans,2005-07-21,Ing Group
CSE0004457,Xu Zhuyu,2014-06-10,MiHoYo
CSE0004458,Miriam Evans,2004-01-25,Freddie Mac
CSE0004459,Miriam Evans,2013-09-17,AT&T
CSE0004460,Audrey Evans,2011-05-17,BASF
CSE0004461,Steven Edwards,2007-11-30,Sumitomo
CSE0004462,Miriam Evans,2013-10-21,Motorola
CSE0004463,Xu Zhuyu,2010-08-07,Alibaba
CSE0004464,Miriam Evans,2001-07-09,Conoco
CSE0004465,Miriam Evans,2005-01-25,U.S. Postal Service
CSE0004466,Audrey Evans,2018-05-01,HypoVereinsbank
CSE0004467,Miriam Evans,2018-10-04,Dell Computer
CSE0004468,Steven Edwards,2001-08-26,Nippon Telegraph & Telephone
CSE0004469,Miriam Evans,2021-04-05,Cardinal Health
CSE0004470,Steven Edwards,2002-10-22,Toshiba
CSE0004471,Steven Edwards,2000-02-08,Mitsubishi Electric
CSE0004472,Audrey Evans,2005-06-11,Assicurazioni Generali
CSE0004473,Miriam Evans,2007-04-08,Exxon Mobil
CSE0004474,Miriam Evans,2007-12-21,Albertson's
CSE0004475,Miriam Evans,2007-12-31,Intl. Business Machines
CSE0004476,Miriam Evans,2007-01-31,Texaco
CSE0004477,Steven Edwards,2000-08-29,Mitsubishi
CSE0004478,Miriam Evans,2004-12-22,PDVSA
CSE0004479,Miriam Evans,2005-08-22,Kmart
CSE0004480,Miriam Evans,2000-06-04,Albertson's
CSE0004481,Steven Edwards,2021-04-21,Marubeni
CSE0004482,Miriam Evans,2017-01-07,State Farm Insurance Cos.
CSE0004483,Yang Penglong,2013-01-20,OPPO
CSE0004484,Miriam Evans,2003-06-04,Citigroup
CSE0004485,Miriam Evans,2015-06-30,MetLife
CSE0004486,Audrey Evans,2012-08-01,BASF
CSE0004487,Miriam Evans,2001-08-31,Cardinal Health
CSE0004488,Steven Edwards,2012-11-12,Sumitomo
CSE0004489,Kong Yibo,2017-09-16,Sinopec
CSE0004490,Steven Edwards,2002-12-31,Mitsubishi
CSE0004491,Audrey Evans,2000-11-04,BP
CSE0004492,Steven Edwards,2021-04-26,Meiji Life Insurance
CSE0004493,Miriam Evans,2009-12-16,American International Group
CSE0004494,Steven Edwards,2011-07-26,Nissho Iwai
CSE0004495,Steven Edwards,2000-03-11,Tokyo Electric Power
CSE0004496,Steven Edwards,2012-01-22,Sony
CSE0004497,Steven Edwards,2019-03-21,Sumitomo
CSE0004498,Kong Yibo,2000-08-15,State Power Corporation
CSE0004499,Steven Edwards,2010-05-10,Mitsubishi
CSE0004500,Audrey Evans,2011-09-29,Vivendi Universal
CSE0004501,Steven Edwards,2009-05-16,Honda Motor
CSE0004502,Audrey Evans,2006-03-30,Alcatel
CSE0004503,Miriam Evans,2020-03-15,PDVSA
CSE0004504,Steven Edwards,2003-01-09,Fujitsu
CSE0004505,Xu Zhuyu,2009-12-28,Bilibili
CSE0004506,Audrey Evans,2019-05-13,Assicurazioni Generali
CSE0004507,Audrey Evans,2003-10-20,Zurich Financial Services
CSE0004508,Yang Penglong,2020-09-08,Netease
CSE0004509,Miriam Evans,2006-07-27,Dell Computer
CSE0004510,Miriam Evans,2003-07-30,Home Depot
CSE0004511,Steven Edwards,2015-11-28,Matsushita Electric Industrial
CSE0004512,Miriam Evans,2015-12-16,Goldman Sachs Group
CSE0004513,Steven Edwards,2017-06-25,Mitsubishi Electric
CSE0004514,Audrey Evans,2018-10-11,HypoVereinsbank
CSE0004515,Yang Penglong,2020-03-17,Ping An Insurance (Group) Company Of China
CSE0004516,Audrey Evans,2002-11-16,CGNU
CSE0004517,Steven Edwards,2002-01-01,Meiji Life Insurance
CSE0004518,Miriam Evans,2005-03-06,Duke Energy
CSE0004519,Miriam Evans,2010-12-28,Merck
CSE0004520,Steven Edwards,2010-07-02,NEC
CSE0004521,Miriam Evans,2015-11-25,Conoco
CSE0004522,Audrey Evans,2019-10-24,Alcatel
CSE0004523,Xu Zhuyu,2011-08-20,Bilibili
CSE0004524,Steven Edwards,2000-07-11,Hyundai
CSE0004525,Miriam Evans,2002-10-11,Fannie Mae
CSE0004526,Audrey Evans,2012-02-04,Rwe Group
CSE0004527,Miriam Evans,2020-08-13,Sears Roebuck
CSE0004528,Miriam Evans,2007-10-27,WorldCom
CSE0004529,Audrey Evans,2019-04-28,Munich Re Group
CSE0004530,Miriam Evans,2008-04-18,U.S. Postal Service
CSE0004531,Miriam Evans,2020-05-30,Pemex
CSE0004532,Audrey Evans,2004-07-15,Total Fina Elf
CSE0004533,Audrey Evans,2007-05-16,Credit Suisse
CSE0004534,Audrey Evans,2014-05-11,Nestlиж
CSE0004535,Xu Zhuyu,2016-03-21,Bilibili
CSE0004536,Steven Edwards,2020-12-07,Samsung
CSE0004537,Audrey Evans,2018-04-08,Fortis
CSE0004538,Audrey Evans,2019-02-13,Renault
CSE0004539,Tao Yibo,2009-08-27,Chengdu AIG
CSE0004540,Steven Edwards,2007-09-02,Dai-ichi Mutual Life Insurance
CSE0004541,Miriam Evans,2011-05-14,Exxon Mobil
CSE0004542,Steven Edwards,2015-06-17,Nippon Life Insurance
CSE0004543,Miriam Evans,2020-11-10,Ingram Micro
CSE0004544,Miriam Evans,2000-09-28,United Parcel Service
CSE0004545,Miriam Evans,2018-09-14,Chevron
CSE0004546,Miriam Evans,2013-07-12,Albertson's
CSE0004547,Audrey Evans,2014-10-11,Fiat
CSE0004548,Audrey Evans,2002-12-10,Fiat
CSE0004549,Steven Edwards,2008-02-29,Mitsubishi
CSE0004550,Kong Yibo,2002-11-26,Meituan
CSE0004551,Miriam Evans,2016-04-28,Dynegy
CSE0004552,Miriam Evans,2018-07-20,Berkshire Hathaway
CSE0004553,Audrey Evans,2009-10-15,Renault
CSE0004554,Audrey Evans,2017-12-17,Carrefour
CSE0004555,Audrey Evans,2004-02-01,ABN AMRO Holding
CSE0004556,Miriam Evans,2000-07-27,Procter & Gamble
CSE0004557,Audrey Evans,2014-01-22,BASF
CSE0004558,Yang Penglong,2000-06-06,Netease
CSE0004559,Steven Edwards,2007-07-21,SK
CSE0004560,Steven Edwards,2019-12-15,Matsushita Electric Industrial
CSE0004561,Audrey Evans,2013-02-12,Tesco
CSE0004562,Audrey Evans,2012-03-26,BNP Paribas
CSE0004563,Audrey Evans,2004-03-16,Robert Bosch
CSE0004564,Steven Edwards,2000-11-12,Matsushita Electric Industrial
CSE0004565,Steven Edwards,2012-02-24,Tokyo Electric Power
CSE0004566,Steven Edwards,2016-03-21,Hitachi
CSE0004567,Steven Edwards,2014-12-11,NEC
CSE0004568,Steven Edwards,2020-04-24,Tokyo Electric Power
CSE0004569,Steven Edwards,2006-04-14,Nippon Life Insurance
CSE0004570,Miriam Evans,2000-02-12,Fannie Mae
CSE0004571,Kong Yibo,2011-08-19,Bank Of China
CSE0004572,Steven Edwards,2008-02-19,Mitsubishi Electric
CSE0004573,Miriam Evans,2005-12-04,Johnson & Johnson
CSE0004574,Miriam Evans,2013-03-12,Compaq Computer
CSE0004575,Audrey Evans,2013-10-17,BNP Paribas
CSE0004576,Audrey Evans,2004-06-09,Credit Suisse
CSE0004577,Audrey Evans,2011-07-18,Deutsche Post
CSE0004578,Miriam Evans,2009-08-03,Target
CSE0004579,Audrey Evans,2017-03-24,Prudential
CSE0004580,Miriam Evans,2013-02-06,Boeing
CSE0004581,Miriam Evans,2007-05-19,Target
CSE0004582,Audrey Evans,2000-11-28,Ing Group
CSE0004583,Steven Edwards,2007-04-20,Sumitomo
CSE0004584,Miriam Evans,2010-02-26,E.I. du Pont de Nemours
CSE0004585,Kong Yibo,2011-08-19,Industrial and Commercial Bank of China
CSE0004586,Audrey Evans,2010-04-02,Fiat
CSE0004587,Kong Yibo,2007-07-25,China Petroleum
CSE0004588,Miriam Evans,2015-09-17,Duke Energy
CSE0004589,Miriam Evans,2009-09-18,Enron
CSE0004590,Miriam Evans,2000-10-28,USX
CSE0004591,Miriam Evans,2017-03-27,Intl. Business Machines
CSE0004592,Audrey Evans,2011-05-19,France Tижlижcom
CSE0004593,Miriam Evans,2016-10-18,Kroger
CSE0004594,Miriam Evans,2000-02-24,Procter & Gamble
CSE0004595,Audrey Evans,2017-08-07,Robert Bosch
CSE0004596,Steven Edwards,2000-11-24,Toyota Motor
CSE0004597,Audrey Evans,2013-08-04,BMW
CSE0004598,Miriam Evans,2022-01-31,Kmart
CSE0004599,Audrey Evans,2014-03-25,Rwe Group
CSE0004600,Kong Yibo,2012-12-02,Agricultural Bank of China
CSE0004601,Audrey Evans,2012-09-10,Robert Bosch
CSE0004602,Miriam Evans,2007-05-21,Boeing
CSE0004603,Audrey Evans,2009-08-07,Electricite De France
CSE0004604,Steven Edwards,2017-08-20,Hitachi
CSE0004605,Miriam Evans,2006-11-04,Motorola
CSE0004606,Miriam Evans,2019-10-08,Target
CSE0004607,Xu Zhuyu,2015-06-11,Pinduoduo
CSE0004608,Steven Edwards,2006-04-22,Nissan Motor
CSE0004609,Audrey Evans,2006-02-28,HypoVereinsbank
CSE0004610,Steven Edwards,2005-08-23,Matsushita Electric Industrial
CSE0004611,Miriam Evans,2013-08-05,Delphi Automotive Systems
CSE0004612,Miriam Evans,2004-01-02,Fannie Mae
CSE0004613,Kong Yibo,2019-05-20,Agricultural Bank of China
CSE0004614,Miriam Evans,2020-01-16,J.C. Penney
CSE0004615,Miriam Evans,2001-07-30,Nortel Networks
CSE0004616,Miriam Evans,2004-07-22,Verizon Communications
CSE0004617,Xu Zhuyu,2005-04-18,MiHoYo
CSE0004618,Audrey Evans,2003-08-17,Munich Re Group
CSE0004619,Xu Zhuyu,2005-08-15,MiHoYo
CSE0004620,Audrey Evans,2016-02-27,Renault
CSE0004621,Audrey Evans,2015-10-19,Metro
CSE0004622,Audrey Evans,2006-03-09,HSBC Holdings
CSE0004623,Miriam Evans,2014-10-19,Procter & Gamble
CSE0004624,Audrey Evans,2018-04-17,Royal Philips Electronics
CSE0004625,Miriam Evans,2004-09-27,Nortel Networks
CSE0004626,Miriam Evans,2007-10-24,General Motors
CSE0004627,Miriam Evans,2018-01-25,TIAA-CREF
CSE0004628,Audrey Evans,2016-05-29,Crижdit Agricole
CSE0004629,Yang Penglong,2018-06-30,Tencent
CSE0004630,Miriam Evans,2013-04-05,Merrill Lynch
CSE0004631,Miriam Evans,2015-06-20,Target
CSE0004632,Audrey Evans,2004-10-11,BT
CSE0004633,Xu Zhuyu,2010-03-04,MiHoYo
CSE0004634,Audrey Evans,2018-01-21,Zurich Financial Services
CSE0004635,Steven Edwards,2003-03-09,Mitsubishi Motors
CSE0004636,Miriam Evans,2020-12-15,Home Depot
CSE0004637,Miriam Evans,2010-11-18,Philip Morris
CSE0004638,Audrey Evans,2021-01-26,AXA
CSE0004639,Audrey Evans,2004-05-18,CGNU
CSE0004640,Yang Penglong,2009-08-09,Huawei
CSE0004641,Audrey Evans,2015-05-04,BMW
CSE0004642,Audrey Evans,2003-12-10,Thyssen Krupp
CSE0004643,Audrey Evans,2006-12-27,Vivendi Universal
CSE0004644,Miriam Evans,2017-10-10,Freddie Mac
CSE0004645,Miriam Evans,2020-04-26,Sears Roebuck
CSE0004646,Kong Yibo,2014-05-12,Bank Of China
CSE0004647,Miriam Evans,2007-08-28,Sears Roebuck
CSE0004648,Steven Edwards,2003-01-02,Tokyo Electric Power
CSE0004649,Audrey Evans,2020-05-17,Electricite De France
CSE0004650,Miriam Evans,2008-10-04,Conoco
CSE0004651,Miriam Evans,2008-03-28,Philip Morris
CSE0004652,Miriam Evans,2011-05-10,SBC Communications
CSE0004653,Audrey Evans,2005-08-30,BNP Paribas
CSE0004654,Kong Yibo,2007-05-31,Xiaomi
CSE0004655,Miriam Evans,2012-09-05,General Electric
CSE0004656,Tao Yibo,2005-06-10,Chengdu AIG
CSE0004657,Audrey Evans,2011-05-14,BNP Paribas
CSE0004658,Steven Edwards,2004-01-25,Toshiba
CSE0004659,Yang Penglong,2013-02-22,China Merchants Bank
CSE0004660,Steven Edwards,2014-02-16,Sumitomo
CSE0004661,Audrey Evans,2000-12-05,BP
CSE0004662,Audrey Evans,2013-05-14,AXA
CSE0004663,Miriam Evans,2011-02-20,Albertson's
CSE0004664,Audrey Evans,2016-07-25,Nestlиж
CSE0004665,Audrey Evans,2005-04-18,Credit Suisse
CSE0004666,Miriam Evans,2019-06-02,Compaq Computer
CSE0004667,Miriam Evans,2015-01-17,Safeway
CSE0004668,Miriam Evans,2009-04-03,Johnson & Johnson
CSE0004669,Steven Edwards,2015-08-01,Dai-ichi Mutual Life Insurance
CSE0004670,Kong Yibo,2001-09-27,Xiaomi
CSE0004671,Audrey Evans,2014-10-07,France Tижlижcom
CSE0004672,Miriam Evans,2014-03-10,Exxon Mobil
CSE0004673,Steven Edwards,2000-08-10,Toshiba
CSE0004674,Miriam Evans,2019-01-02,Lucent Technologies
CSE0004675,Kong Yibo,2017-12-13,Xiaomi
CSE0004676,Miriam Evans,2005-04-11,Morgan Stanley Dean Witter
CSE0004677,Miriam Evans,2006-09-19,Bank of America Corp.
CSE0004678,Yang Penglong,2007-05-05,Ping An Insurance (Group) Company Of China
CSE0004679,Miriam Evans,2004-09-22,Wal-Mart Stores
CSE0004680,Miriam Evans,2009-03-05,Target
CSE0004681,Miriam Evans,2012-02-01,Intl. Business Machines
CSE0004682,Yang Penglong,2010-05-29,OPPO
CSE0004683,Audrey Evans,2010-05-09,Alcatel
CSE0004684,Miriam Evans,2005-10-30,J.C. Penney
CSE0004685,Miriam Evans,2005-12-05,Boeing
CSE0004686,Miriam Evans,2007-05-28,Citigroup
CSE0004687,Kong Yibo,2006-04-15,Meituan
CSE0004688,Audrey Evans,2011-05-13,Nestlиж
CSE0004689,Miriam Evans,2011-10-28,AT&T
CSE0004690,Miriam Evans,2020-12-13,WorldCom
CSE0004691,Miriam Evans,2017-11-20,Sears Roebuck
CSE0004692,Steven Edwards,2015-06-01,Mitsubishi
CSE0004693,Miriam Evans,2006-09-14,General Motors
CSE0004694,Miriam Evans,2013-10-31,Boeing
CSE0004695,Steven Edwards,2000-09-13,Hyundai
CSE0004696,Audrey Evans,2020-03-10,Alcatel
CSE0004697,Miriam Evans,2005-04-18,Ingram Micro
CSE0004698,Miriam Evans,2017-03-05,Morgan Stanley Dean Witter
CSE0004699,Steven Edwards,2009-04-05,Hyundai
CSE0004700,Miriam Evans,2015-11-24,Philip Morris
CSE0004701,Kong Yibo,2020-03-27,China Electronics Technology Group Corporation
CSE0004702,Miriam Evans,2006-08-27,General Electric
CSE0004703,Audrey Evans,2018-01-27,Metro
CSE0004704,Miriam Evans,2006-10-30,Reliant Energy
CSE0004705,Miriam Evans,2004-05-04,Cardinal Health
CSE0004706,Miriam Evans,2000-11-20,Texaco
CSE0004707,Miriam Evans,2002-05-04,J.P. Morgan Chase
CSE0004708,Miriam Evans,2016-10-28,Cardinal Health
CSE0004709,Kong Yibo,2017-04-24,Industrial and Commercial Bank of China
CSE0004710,Audrey Evans,2008-08-24,Munich Re Group
CSE0004711,Kong Yibo,2016-07-24,Agricultural Bank of China
CSE0004712,Miriam Evans,2018-04-17,Target
CSE0004713,Miriam Evans,2004-06-16,Wal-Mart Stores
CSE0004714,Steven Edwards,2012-08-05,Fujitsu
CSE0004715,Audrey Evans,2020-05-19,Vivendi Universal
CSE0004716,Kong Yibo,2011-03-03,Bank Of China
CSE0004717,Miriam Evans,2006-08-23,Johnson & Johnson
CSE0004718,Audrey Evans,2014-10-11,BNP Paribas
CSE0004719,Audrey Evans,2016-10-08,Deutsche Bank
CSE0004720,Kong Yibo,2003-01-22,Baidu
CSE0004721,Steven Edwards,2009-09-20,SK
CSE0004722,Audrey Evans,2007-09-06,Munich Re Group
CSE0004723,Steven Edwards,2007-09-25,Nippon Telegraph & Telephone
CSE0004724,Kong Yibo,2006-02-03,China Petroleum
CSE0004725,Audrey Evans,2017-08-04,Tesco
CSE0004726,Miriam Evans,2010-03-08,Albertson's
CSE0004727,Steven Edwards,2019-08-27,Toshiba
CSE0004728,Miriam Evans,2003-11-30,Berkshire Hathaway
CSE0004729,Kong Yibo,2014-08-02,State Power Corporation
CSE0004730,Steven Edwards,2020-05-22,Mitsubishi Electric
CSE0004731,Audrey Evans,2015-01-26,Santander Central Hispano Group
CSE0004732,Kong Yibo,2017-10-16,Sinopec
CSE0004733,Miriam Evans,2021-11-06,Wal-Mart Stores
CSE0004734,Audrey Evans,2003-09-10,Ing Group
CSE0004735,Miriam Evans,2009-02-09,Dynegy
CSE0004736,Kong Yibo,2017-03-04,China Construction Bank
CSE0004737,Steven Edwards,2003-11-13,Nissho Iwai
CSE0004738,Steven Edwards,2009-09-13,Hitachi
CSE0004739,Audrey Evans,2013-05-24,Repsol YPF
CSE0004740,Miriam Evans,2019-07-22,American International Group
CSE0004741,Kong Yibo,2022-01-17,Bank Of China
CSE0004742,Miriam Evans,2003-05-12,Reliant Energy
CSE0004743,Audrey Evans,2018-04-25,Vivendi Universal
CSE0004744,Kong Yibo,2022-01-28,Sinopec
CSE0004745,Miriam Evans,2000-02-28,TIAA-CREF
CSE0004746,Miriam Evans,2018-08-29,Nortel Networks
CSE0004747,Miriam Evans,2001-07-18,Boeing
CSE0004748,Miriam Evans,2002-07-20,United Parcel Service
CSE0004749,Miriam Evans,2015-06-18,WorldCom
CSE0004750,Audrey Evans,2018-08-07,Fortis
CSE0004751,Miriam Evans,2014-07-01,J.C. Penney
CSE0004752,Yang Penglong,2019-10-06,OPPO
CSE0004753,Yang Penglong,2018-07-20,China Merchants Bank
CSE0004754,Audrey Evans,2019-10-19,Alcatel
CSE0004755,Miriam Evans,2011-11-04,Morgan Stanley Dean Witter
CSE0004756,Miriam Evans,2000-03-10,United Parcel Service
CSE0004757,Audrey Evans,2012-11-07,Royal Philips Electronics
CSE0004758,Audrey Evans,2009-03-29,AXA
CSE0004759,Audrey Evans,2006-04-20,BT
CSE0004760,Audrey Evans,2013-03-20,BT
CSE0004761,Miriam Evans,2021-09-18,E.I. du Pont de Nemours
CSE0004762,Audrey Evans,2014-04-22,Rwe Group
CSE0004763,Yang Penglong,2006-12-28,Ping An Insurance (Group) Company Of China
CSE0004764,Miriam Evans,2019-09-04,Kroger
CSE0004765,Miriam Evans,2001-08-29,Ingram Micro
CSE0004766,Steven Edwards,2015-01-07,Mizuho Holdings
CSE0004767,Steven Edwards,2012-09-02,Mitsubishi Electric
CSE0004768,Xu Zhuyu,2006-04-02,MiHoYo
CSE0004769,Miriam Evans,2020-02-10,Citigroup
CSE0004770,Audrey Evans,2003-08-27,Alcatel
CSE0004771,Audrey Evans,2006-09-20,Assicurazioni Generali
CSE0004772,Yang Penglong,2004-12-31,OPPO
CSE0004773,Miriam Evans,2005-10-26,U.S. Postal Service
CSE0004774,Audrey Evans,2005-10-21,Siemens
CSE0004775,Miriam Evans,2012-07-19,Intel
CSE0004776,Audrey Evans,2008-08-07,Volkswagen
CSE0004777,Kong Yibo,2013-03-31,Xiaomi
CSE0004778,Steven Edwards,2010-11-20,Nippon Telegraph & Telephone
CSE0004779,Yang Penglong,2014-05-03,China Merchants Bank
CSE0004780,Miriam Evans,2012-03-27,Ingram Micro
CSE0004781,Audrey Evans,2016-10-17,Alcatel
CSE0004782,Audrey Evans,2000-05-08,Royal Philips Electronics
CSE0004783,Miriam Evans,2005-05-19,General Motors
CSE0004784,Steven Edwards,2010-06-07,Matsushita Electric Industrial
CSE0004785,Audrey Evans,2021-01-17,UBS
CSE0004786,Audrey Evans,2005-11-18,CGNU
CSE0004787,Miriam Evans,2002-03-20,J.P. Morgan Chase
CSE0004788,Xu Zhuyu,2005-10-17,Alibaba
CSE0004789,Audrey Evans,2014-08-28,Electricite De France
CSE0004790,Audrey Evans,2012-08-13,Repsol YPF
CSE0004791,Miriam Evans,2007-02-15,General Motors
CSE0004792,Steven Edwards,2014-04-15,Mitsubishi
CSE0004793,Yang Penglong,2006-05-08,Tencent
CSE0004794,Miriam Evans,2009-08-02,McKesson HBOC
CSE0004795,Miriam Evans,2017-05-15,Exxon Mobil
CSE0004796,Yang Penglong,2009-02-08,China Merchants Bank
CSE0004797,Miriam Evans,2018-07-15,Johnson & Johnson
CSE0004798,Yang Penglong,2010-02-08,Huawei
CSE0004799,Audrey Evans,2000-12-19,BT
CSE0004800,Audrey Evans,2016-11-15,Nestlиж
CSE0004801,Audrey Evans,2011-04-20,E. ON
CSE0004802,Audrey Evans,2003-05-15,Peugeot
CSE0004803,Miriam Evans,2009-09-24,Albertson's
CSE0004804,Miriam Evans,2002-03-25,Dell Computer
CSE0004805,Kong Yibo,2008-02-16,Sinopec
CSE0004806,Xu Zhuyu,2019-10-09,Alibaba
CSE0004807,Steven Edwards,2015-07-10,Samsung Electronics
CSE0004808,Steven Edwards,2021-07-08,Itochu
CSE0004809,Audrey Evans,2008-08-16,Royal Dutch/Shell Group
CSE0004810,Kong Yibo,2004-04-13,China Petroleum
CSE0004811,Miriam Evans,2018-01-23,Procter & Gamble
CSE0004812,Audrey Evans,2010-11-15,Siemens
CSE0004813,Miriam Evans,2019-02-06,Exxon Mobil
CSE0004814,Steven Edwards,2001-12-17,Nissho Iwai
CSE0004815,Steven Edwards,2001-02-06,Fujitsu
CSE0004816,Miriam Evans,2018-10-02,American International Group
CSE0004817,Kong Yibo,2015-11-28,China North Industries Group Corporation
CSE0004818,Miriam Evans,2001-08-30,Wal-Mart Stores
CSE0004819,Audrey Evans,2007-11-28,Fiat
CSE0004820,Steven Edwards,2021-04-16,Toshiba
CSE0004821,Miriam Evans,2017-10-06,Fannie Mae
CSE0004822,Audrey Evans,2016-09-13,Royal Dutch/Shell Group
CSE0004823,Audrey Evans,2006-08-09,HypoVereinsbank
CSE0004824,Audrey Evans,2012-11-12,Royal Dutch/Shell Group
CSE0004825,Steven Edwards,2016-08-22,Dai-ichi Mutual Life Insurance
CSE0004826,Steven Edwards,2004-11-16,Mitsubishi
CSE0004827,Audrey Evans,2019-06-25,AXA
CSE0004828,Audrey Evans,2000-11-17,Volkswagen
CSE0004829,Kong Yibo,2008-11-12,Bank Of China
CSE0004830,Miriam Evans,2016-05-31,Safeway
CSE0004831,Audrey Evans,2004-04-14,Koninklijke Ahold
CSE0004832,Audrey Evans,2007-05-15,Deutsche Post
CSE0004833,Miriam Evans,2019-04-11,Johnson & Johnson
CSE0004834,Miriam Evans,2010-06-20,Duke Energy
CSE0004835,Kong Yibo,2005-01-03,Sina
CSE0004836,Miriam Evans,2021-11-10,Johnson & Johnson
CSE0004837,Steven Edwards,2013-04-22,Dai-ichi Mutual Life Insurance
CSE0004838,Audrey Evans,2018-06-13,Carrefour
CSE0004839,Miriam Evans,2008-11-22,AT&T
CSE0004840,Miriam Evans,2007-03-21,Intel
CSE0004841,Audrey Evans,2014-06-06,Deutsche Telekom
CSE0004842,Audrey Evans,2000-06-19,BASF
CSE0004843,Miriam Evans,2020-05-03,TIAA-CREF
CSE0004844,Miriam Evans,2000-09-09,State Farm Insurance Cos.
CSE0004845,Miriam Evans,2016-02-12,Merrill Lynch
CSE0004846,Miriam Evans,2005-12-26,TIAA-CREF
CSE0004847,Miriam Evans,2020-02-21,Wal-Mart Stores
CSE0004848,Audrey Evans,2003-08-27,Deutsche Post
CSE0004849,Audrey Evans,2004-04-02,Crижdit Agricole
CSE0004850,Steven Edwards,2021-02-10,Nippon Telegraph & Telephone
CSE0004851,Audrey Evans,2019-05-04,Crижdit Agricole
CSE0004852,Audrey Evans,2016-02-04,Crижdit Agricole
CSE0004853,Steven Edwards,2010-12-24,Nissho Iwai
CSE0004854,Steven Edwards,2007-03-07,Fujitsu
CSE0004855,Audrey Evans,2002-02-28,Metro
CSE0004856,Audrey Evans,2004-09-26,Santander Central Hispano Group
CSE0004857,Miriam Evans,2010-06-22,USX
CSE0004858,Miriam Evans,2006-02-23,Kroger
CSE0004859,Kong Yibo,2008-04-10,China Petroleum
CSE0004860,Kong Yibo,2005-01-24,China Electronics Technology Group Corporation
